timestamp,epoch,chunk,train_loss,val_loss
421.43,1,1,0.776686,
905.05,1,2,0.775337,
1360.99,1,3,0.773628,
1775.39,1,4,0.776434,
2169.70,1,5,0.777426,
2568.01,1,6,0.778810,
2958.09,1,7,0.778816,
3499.22,1,8,0.780735,
4165.63,1,9,0.781591,
4813.20,1,10,0.777551,
5441.34,1,11,0.781642,
