timestamp,epoch,chunk,train_loss,val_loss,lr
4548.07,1,51,0.778766,,0.0007358700386534793
4637.47,1,52,0.773640,,0.0007562309604539075
4727.02,1,53,0.769560,,0.0007769209648602737
4816.31,1,54,0.770343,,0.0007979363590453195
4905.60,1,55,0.765327,,0.0008192733921050339
4994.89,1,56,0.771119,,0.0008409282557281326
5083.75,1,57,0.767128,,0.0008628970848757727
5173.36,1,58,0.769468,,0.0008851759584714057
5262.64,1,59,0.766383,,0.0009077609001006178
5351.27,1,60,0.765277,,0.000930647878720864
5440.34,1,61,0.770279,,0.0009538328093809329
5530.53,1,62,0.765124,,0.000977311553950055
5619.63,1,63,0.771271,,0.0010010799218564794
5708.56,1,64,0.771884,,0.0010251336708354342
5789.12,1,65,0.764495,,0.0010470174992179464
5878.44,1,66,0.759658,,0.0010716015467494826
5967.60,1,67,0.769810,,0.0010964583883973753
6056.84,1,68,0.766689,,0.0011215835876220936
6146.00,1,69,0.768428,,0.0011469726599866747
6235.03,1,70,0.759880,,0.001172621073957116
6324.48,1,71,0.763534,,0.0011985242517111795
6413.76,1,72,0.763351,,0.0012246775699554634
6503.79,1,73,0.765220,,0.0012510763607505803
6593.22,1,74,0.768644,,0.0012777159123443078
6682.69,1,75,0.763660,,0.001304591470012561
6771.95,1,76,0.764652,,0.0013316982369080315
6861.57,1,77,0.759071,,0.001359031374916348
6950.96,1,78,0.765700,,0.0013865860055196
7039.14,1,79,0.760193,,0.0014143572106670695
7127.39,1,80,0.759147,,0.0014423400336530307
7216.48,1,81,0.773184,,0.0014705294800014322
7305.46,1,82,0.758611,,0.0014989205183573344
7394.93,1,83,0.766153,,0.0015275080813849239
7484.24,1,84,0.761316,,0.0015562870666719474
7573.48,1,85,0.762628,,0.001585252337640411
7664.12,1,86,0.765414,,0.001614398724463375
7754.04,1,87,0.760425,,0.001643721024987682
7843.63,1,88,0.763892,,0.001673214005662458
7933.67,1,89,0.765141,,0.0017028724024732152
8022.66,1,90,0.761831,,0.001732690921881391
8111.63,1,91,0.756381,,0.00176266424176916
8200.83,1,92,0.770551,,0.0017927870123893427
8290.60,1,93,0.757568,,0.001823053857320252
8380.48,1,94,0.769473,,0.0018534593744252898
8469.41,1,95,0.765893,,0.0018839981368171466
8558.61,1,96,0.770889,,0.0019146646938264082
8648.42,1,97,0.763762,,0.001945453571974413
8737.80,1,98,0.752194,,0.0019763592759501777
8827.10,1,99,0.763763,,0.0020073762895912177
8915.97,1,100,0.756474,,0.0020384990768680983
9005.07,1,101,0.767594,,0.002069722082872519
9094.48,1,102,0.762495,,0.0021010397348087758
9183.96,1,103,0.766416,,0.0021324464429884156
9273.15,1,104,0.764032,,0.0021639366018279035
9362.49,1,105,0.772741,,0.002195504590849125
9451.90,1,106,0.764556,,0.002227144775682555
9541.05,1,107,0.764313,,0.0022588515090728933
9630.43,1,108,0.761660,,0.002290619131887015
9720.13,1,109,0.767953,,0.002322441974124026
9809.46,1,110,0.766172,,0.002354314355927271
9898.49,1,111,0.768159,,0.002386230588598091
9987.92,1,112,0.771235,,0.0024181849756111655
10077.25,1,113,0.766527,,0.0024501718136312497
10167.65,1,114,0.767850,,0.002482185393531122
10257.40,1,115,0.769955,,0.002514220001410574
10347.02,1,116,0.769614,,0.0025462699196162485
10436.70,1,117,0.767513,,0.002578329427762143
10526.98,1,118,0.771983,,0.0026103928037506095
10616.67,1,119,0.770245,,0.002642454324793653
10706.69,1,120,0.770800,,0.002674508268434356
10796.09,1,121,0.771755,,0.0027065489135682423
10886.01,1,122,0.776323,,0.0027385705414644025
10975.58,1,123,0.770705,,0.0027705674367861925
11065.75,1,124,0.768638,,0.0028025338886113293
11155.53,1,125,0.773906,,0.0028344641914511944
11245.53,1,126,0.776796,,0.002866352646269173
11335.28,1,127,0.772787,,0.002898193561497835
11424.83,1,128,0.766650,,0.0029299812540547936
11514.16,1,129,0.771493,,0.002961710050357032
11604.23,1,130,0.767901,,0.0029933742873335576
11694.43,1,131,0.770161,,0.0030249683134361575
11783.61,1,132,0.774871,,0.00305648648964811
11873.15,1,133,0.776763,,0.003087923190490662
11963.08,1,134,0.776523,,0.0031192728050270756
12053.08,1,135,0.769794,,0.0031505297378640997
12142.53,1,136,0.768659,,0.003181688410150643
12231.84,1,137,0.769470,,0.003212743260573519
12320.64,1,138,0.775818,,0.0032436887463500475
12410.20,1,139,0.773868,,0.003274519344217342
12499.90,1,140,0.780699,,0.0033052295514181336
12589.38,1,141,0.772561,,0.0033358138866829137
14021.25,1,end,,0.830212
14110.89,2,1,0.767009,,0.003366266891208257
14200.45,2,2,0.774182,,0.003396583129631125
14289.52,2,3,0.760630,,0.0034267571909989926
14378.77,2,4,0.766273,,0.0034567836897356112
14468.35,2,5,0.766625,,0.0034866572666022466
14558.00,2,6,0.770826,,0.0035163725896542194
14647.33,2,7,0.768819,,0.003545924355192563
14737.13,2,8,0.777618,,0.003575307288710654
14827.16,2,9,0.776072,,0.0036045161458356212
14916.64,2,10,0.772191,,0.003633545713264379
15006.28,2,11,0.775797,,0.003662390809694124
15095.82,2,12,0.773189,,0.003691046286747103
15185.87,2,13,0.775200,,0.0037195070298895226
15275.12,2,14,0.753774,,0.003747767959344402
15365.42,2,15,0.777558,,0.00377582403099824
15454.93,2,16,0.769704,,0.0038036702373012957
15544.43,2,17,0.775890,,0.0038313016081613616
15634.38,2,18,0.774277,,0.0038587132118308434
15724.15,2,19,0.774382,,0.003885900155786992
15814.64,2,20,0.768800,,0.003912857587605142
15904.23,2,21,0.765854,,0.003939580695824789
15993.83,2,22,0.772448,,0.003966064710808358
16083.64,2,23,0.768043,,0.003992304905592506
16173.66,2,24,0.773603,,0.0040182965967318005
16263.10,2,25,0.758315,,0.00404403514513465
16352.76,2,26,0.761754,,0.0040695159568912955
16442.18,2,27,0.765515,,0.004094734484093756
16531.08,2,28,0.767741,,0.004119686225647546
16621.11,2,29,0.764627,,0.00414436672807506
16711.59,2,30,0.772645,,0.004168771586310435
16801.76,2,31,0.765139,,0.004192896444485786
16891.13,2,32,0.766289,,0.004216736996708655
16980.65,2,33,0.761544,,0.0042402889878305535
17071.21,2,34,0.766222,,0.004263548214206419
17160.46,2,35,0.770087,,0.004286510524444908
17250.67,2,36,0.763224,,0.0043091718201493535
17340.13,2,37,0.767353,,0.004331528056649253
17429.91,2,38,0.769529,,0.004353575243722183
17519.35,2,39,0.768401,,0.004375309446305986
17609.18,2,40,0.771046,,0.0043967267852011134
17698.64,2,41,0.769130,,0.0044178234377630025
17788.09,2,42,0.765396,,0.004438595638584351
17878.05,2,43,0.768471,,0.00445903968016719
17968.32,2,44,0.771581,,0.004479151913584595
18057.91,2,45,0.764562,,0.00449892874913198
18148.09,2,46,0.768089,,0.004518366656967786
18238.03,2,47,0.759300,,0.004537462167743505
18327.10,2,48,0.764643,,0.004556211873222905
18416.30,2,49,0.770290,,0.004574612426890337
18505.62,2,50,0.765951,,0.004592660544548042
18595.56,2,51,0.771746,,0.004610353004902319
18684.59,2,52,0.766477,,0.004627686650138478
18774.65,2,53,0.762150,,0.004644658386484457
18864.12,2,54,0.764398,,0.0046612651847630065
18953.76,2,55,0.760643,,0.004677504080932354
19043.19,2,56,0.765437,,0.004693372176615235
19133.02,2,57,0.762332,,0.0047088666396162
19223.02,2,58,0.761471,,0.004723984704427124
19313.35,2,59,0.760223,,0.004738723672720799
19402.60,2,60,0.759728,,0.0047530809138325416
19492.94,2,61,0.764189,,0.004767053865229726
19582.75,2,62,0.759883,,0.004780640032969153
19672.23,2,63,0.765993,,0.004793836992142177
19761.52,2,64,0.766988,,0.004806642387307512
19841.77,2,65,0.758725,,0.00481782805943818
19931.66,2,66,0.754674,,0.004829883325552715
20020.50,2,67,0.764486,,0.004841540593978837
20109.71,2,68,0.759811,,0.004852797784084865
20199.28,2,69,0.765959,,0.004863652886646555
20288.60,2,70,0.755665,,0.004874103964205712
20377.54,2,71,0.757636,,0.00488414915141599
20466.41,2,72,0.759061,,0.004893786655375831
20556.10,2,73,0.761143,,0.004903014755948465
20645.45,2,74,0.765282,,0.004911831806068931
20735.75,2,75,0.758744,,0.0049202362320380465
20825.81,2,76,0.763036,,0.004928226533803288
20915.65,2,77,0.755105,,0.004935801285226527
21005.62,2,78,0.761991,,0.004942959134338573
21095.96,2,79,0.757584,,0.004949698803580474
21185.18,2,80,0.755097,,0.0049560190900315455
21275.15,2,81,0.771297,,0.004961918865624068
21364.92,2,82,0.756322,,0.00496739707734463
21454.21,2,83,0.762197,,0.004972452747422073
21544.44,2,84,0.760490,,0.00497708497350201
21633.68,2,85,0.757124,,0.004981292928807876
21723.24,2,86,0.762252,,0.0049850758622885
21813.34,2,87,0.756924,,0.004988433098752153
21903.79,2,88,0.762029,,0.004991364038987056
21993.81,2,89,0.760946,,0.0049938681598683315
22083.03,2,90,0.758621,,0.0049959450144513775
22172.91,2,91,0.753411,,0.00499759423205163
22262.58,2,92,0.768166,,0.004998815518310732
22351.52,2,93,0.754051,,0.00499960865524907
22441.02,2,94,0.765924,,0.004999973501304677
22531.18,2,95,0.764528,,0.004999982779859381
22621.18,2,96,0.768848,,0.004999888676839383
22710.58,2,97,0.761338,,0.004999712624404858
22799.75,2,98,0.748138,,0.004999454628327251
22890.55,2,99,0.761588,,0.004999114697064326
22980.62,2,100,0.754150,,0.004998692841759894
23070.24,2,101,0.764268,,0.004998189076243443
23159.41,2,102,0.761314,,0.004997603417029681
23248.78,2,103,0.764406,,0.004996935883318008
23338.66,2,104,0.760421,,0.0049961864969918675
23428.90,2,105,0.770054,,0.004995355282618048
23519.18,2,106,0.762439,,0.004994442267445863
23608.50,2,107,0.762828,,0.004993447481406268
23698.68,2,108,0.759346,,0.004992370957110872
23787.79,2,109,0.767456,,0.0049912127298508725
23877.18,2,110,0.763792,,0.004989972837595897
23966.54,2,111,0.764826,,0.004988651320992759
24055.90,2,112,0.769742,,0.004987248223364126
24145.33,2,113,0.765153,,0.004985763590707098
24236.26,2,114,0.766032,,0.0049841974716917
24326.13,2,115,0.769013,,0.004982549917659285
24415.57,2,116,0.765731,,0.004980820982620854
24505.43,2,117,0.765843,,0.004979010723255285
24595.32,2,118,0.770244,,0.004977119198907473
24684.70,2,119,0.767928,,0.004975146471586382
24774.77,2,120,0.769045,,0.00497309260596302
24864.34,2,121,0.770753,,0.004970957669368312
24954.22,2,122,0.773092,,0.0049687417317908975
25044.33,2,123,0.769060,,0.00496644486587483
25134.27,2,124,0.765008,,0.004964067146917201
25224.06,2,125,0.772635,,0.004961608652865669
25313.89,2,126,0.774586,,0.004959069464315909
25403.84,2,127,0.769958,,0.004956449664508962
25493.68,2,128,0.765392,,0.004953749339328511
25583.39,2,129,0.768833,,0.004950968577298066
25673.32,2,130,0.767131,,0.0049481074695780615
25762.81,2,131,0.766371,,0.004945166109962867
25853.03,2,132,0.772160,,0.004942144594877712
25943.52,2,133,0.774583,,0.004939043023375526
26033.76,2,134,0.775009,,0.0049358614971336924
26123.33,2,135,0.767659,,0.004932600120450712
26213.03,2,136,0.766536,,0.004929259000242786
26302.55,2,137,0.768273,,0.0049258382460403115
26392.60,2,138,0.774453,,0.004922337969984288
26482.00,2,139,0.771008,,0.004918758286822646
26571.31,2,140,0.778863,,0.00491509931390648
26661.16,2,141,0.770648,,0.0049113611711862045
28093.11,2,end,,0.814631
28183.69,3,1,0.765181,,0.0049075439812076216
28274.68,3,2,0.772483,,0.0049036478691079025
28364.01,3,3,0.756891,,0.004899672962611486
28454.03,3,4,0.762941,,0.00489561939202589
28543.82,3,5,0.764728,,0.004891487290237443
28633.32,3,6,0.768621,,0.004887276792706925
28723.18,3,7,0.765427,,0.004882988037465124
28812.93,3,8,0.773375,,0.004878621165108319
28902.87,3,9,0.773295,,0.004874176318793663
28992.66,3,10,0.769932,,0.004869653644234496
29082.02,3,11,0.773833,,0.004865053289695562
29171.79,3,12,0.770580,,0.004860375405988154
29261.64,3,13,0.773196,,0.004855620146465168
29351.29,3,14,0.751011,,0.004850787667016072
29440.77,3,15,0.775754,,0.004845878126061806
29530.04,3,16,0.768646,,0.004840891684549573
29619.91,3,17,0.774911,,0.004835828505947579
29709.31,3,18,0.773355,,0.0048306887562396626
29799.93,3,19,0.772362,,0.0048254726039198585
29889.54,3,20,0.768111,,0.00482018021998687
29979.08,3,21,0.765802,,0.004814811777938473
30069.23,3,22,0.768876,,0.004809367453765814
30158.69,3,23,0.766325,,0.004803847425947652
30248.34,3,24,0.772533,,0.0047982518754445015
30337.53,3,25,0.755418,,0.004792580985692706
30427.54,3,26,0.761466,,0.004786834942598415
30517.45,3,27,0.765380,,0.004781013934531499
30607.17,3,28,0.765035,,0.004775118152319372
30697.02,3,29,0.762930,,0.004769147789240728
30786.69,3,30,0.771500,,0.004763103041019218
30876.04,3,31,0.763479,,0.004756984105817022
30966.46,3,32,0.763857,,0.004750791184228362
31055.82,3,33,0.759271,,0.004744524479272913
31145.47,3,34,0.763623,,0.004738184196389166
31235.76,3,35,0.768844,,0.004731770543427677
31325.41,3,36,0.759777,,0.004725283730644261
31415.10,3,37,0.766384,,0.004718723970693096
31504.67,3,38,0.766875,,0.004712091478619757
31594.71,3,39,0.767646,,0.00470538647185416
31684.66,3,40,0.769339,,0.004698609170203434
31774.45,3,41,0.767780,,0.004691759795844723
31864.25,3,42,0.764296,,0.004684838573317893
31954.71,3,43,0.766772,,0.004677845729518178
32044.20,3,44,0.768511,,0.004670781493688738
32133.92,3,45,0.763346,,0.004663646097413144
32223.07,3,46,0.767046,,0.004656439774607787
32312.87,3,47,0.757262,,0.004649162761514212
32402.63,3,48,0.762276,,0.004641815296691367
32492.81,3,49,0.768812,,0.0046343976210077905
32582.11,3,50,0.764206,,0.0046269099776337095
32672.87,3,51,0.770365,,0.0046193526120330685
32763.04,3,52,0.765187,,0.004611725771955483
32853.05,3,53,0.761298,,0.0046040297074281195
32942.37,3,54,0.762959,,0.0045962646707475
33032.03,3,55,0.757943,,0.004588430916471223
33121.50,3,56,0.764778,,0.004580528701409628
33211.53,3,57,0.759456,,0.004572558284617372
33301.08,3,58,0.759134,,0.0045645199273849375
33390.78,3,59,0.758826,,0.004556413893230068
33480.75,3,60,0.757957,,0.0045482404478891245
33570.25,3,61,0.762823,,0.0045399998593083826
33659.71,3,62,0.758213,,0.004531692397635241
33749.10,3,63,0.764330,,0.004523318335209369
33839.16,3,64,0.765363,,0.004514877946553778
33919.65,3,65,0.757741,,0.004507226861428715
34009.93,3,66,0.751632,,0.00449866123045477
34100.23,3,67,0.764405,,0.004490030081573551
34189.70,3,68,0.758961,,0.0044813336977360145
34279.09,3,69,0.764316,,0.004472572364031685
34368.99,3,70,0.753633,,0.004463746367679307
34458.73,3,71,0.756494,,0.004454855998017432
34549.01,3,72,0.758541,,0.004445901546494932
34638.19,3,73,0.760726,,0.004436883306661444
34728.27,3,74,0.763412,,0.004427801574157747
34818.24,3,75,0.758237,,0.004418656646706074
34908.21,3,76,0.762267,,0.004409448824100345
34998.34,3,77,0.753771,,0.004400178408196345
35088.50,3,78,0.760689,,0.004390845702901825
35178.21,3,79,0.757382,,0.004381451014166541
35268.31,3,80,0.754223,,0.0043719946499722225
35358.13,3,81,0.770662,,0.0043624769203224785
35448.35,3,82,0.754766,,0.004352898137232631
35538.30,3,83,0.760665,,0.004343258614719492
35627.63,3,84,0.759411,,0.004333558668791062
35717.87,3,85,0.756300,,0.004323798617436178
35807.07,3,86,0.762008,,0.004313978780614082
35897.13,3,87,0.756596,,0.004304099480243938
35986.31,3,88,0.760378,,0.004294161040194275
36076.17,3,89,0.761476,,0.00428416378627237
36165.82,3,90,0.758002,,0.004274108046213568
36255.64,3,91,0.752040,,0.00426399414967054
36345.46,3,92,0.768078,,0.004253822428202472
36435.11,3,93,0.753102,,0.0042435932152641975
36525.37,3,94,0.764688,,0.004233306846195268
36614.88,3,95,0.763083,,0.004222963658208957
36704.11,3,96,0.767770,,0.004212563990381204
36793.73,3,97,0.759188,,0.004202108183639508
36883.12,3,98,0.747767,,0.004191596580751735
36972.22,3,99,0.759482,,0.0041810295263148955
37062.28,3,100,0.753403,,0.004170407366743843
37151.89,3,101,0.762673,,0.004159730450259913
37241.33,3,102,0.760253,,0.004148999126879517
37331.20,3,103,0.764350,,0.0041382137484026575
37421.28,3,104,0.759478,,0.004127374668401403
37511.29,3,105,0.770911,,0.004116482242208294
37601.75,3,106,0.761796,,0.004105536826904694
37690.80,3,107,0.760309,,0.0040945387813090825
37781.29,3,108,0.756454,,0.004083488465965296
37870.63,3,109,0.765815,,0.0040723862431307056
37960.14,3,110,0.761496,,0.004061232476764341
38050.05,3,111,0.763106,,0.004050027532514958
38139.89,3,112,0.768886,,0.004038771777709057
38230.36,3,113,0.764054,,0.004027465581338834
38320.22,3,114,0.764627,,0.004016109314050088
38409.88,3,115,0.767609,,0.004004703348130072
38499.56,3,116,0.763970,,0.003993248057495284
38589.84,3,117,0.764204,,0.003981743817679211
38679.95,3,118,0.768219,,0.0039701910058200195
38769.69,3,119,0.766873,,0.003958590000648192
38859.60,3,120,0.767935,,0.003946941182474107
38950.68,3,121,0.769270,,0.003935244933175577
39041.23,3,122,0.772272,,0.003923501636185324
39131.22,3,123,0.766636,,0.003911711676478418
39221.29,3,124,0.763828,,0.003899875440559647
39311.59,3,125,0.771067,,0.003887993316450851
39402.32,3,126,0.772538,,0.0038760656936782014
39492.29,3,127,0.768703,,0.003864092963259434
39581.65,3,128,0.763087,,0.0038520755176910237
39670.93,3,129,0.767580,,0.0038400137509353232
39760.51,3,130,0.765166,,0.0038279080584076473
39850.28,3,131,0.764580,,0.0038157588369633075
39939.99,3,132,0.771766,,0.003803566484884603
40030.38,3,133,0.774131,,0.003791331401867767
40121.10,3,134,0.773895,,0.0037790539890098602
40211.09,3,135,0.765450,,0.00376673464879562
40301.01,3,136,0.764233,,0.0037543737850842755
40391.14,3,137,0.767087,,0.003741971803096294
40481.64,3,138,0.772854,,0.0037295291094001093
40571.15,3,139,0.769773,,0.0037170461118987857
40660.93,3,140,0.777724,,0.00370452321981665
40750.73,3,141,0.769653,,0.0036919608436858735
42183.39,3,end,,0.787340
42272.66,4,1,0.764381,,0.003679359395333015
42362.39,4,2,0.772097,,0.003666719287865521
42452.16,4,3,0.755948,,0.0036540409356581797
42541.92,4,4,0.762429,,0.0036413247543395414
42631.52,4,5,0.763607,,0.003628571160778288
42721.32,4,6,0.767450,,0.0036157805730695717
42811.52,4,7,0.764497,,0.0036029534105213056
42900.63,4,8,0.773189,,0.0035900900936404203
42991.09,4,9,0.770909,,0.003577191044119075
43080.12,4,10,0.768383,,0.0035642566848208363
43170.32,4,11,0.772517,,0.003551287439766815
43259.84,4,12,0.770226,,0.0035382837341217674
43349.30,4,13,0.772374,,0.0035252459941801525
43439.84,4,14,0.749118,,0.0035121746473521587
43529.28,4,15,0.773755,,0.0034990701221496996
43619.11,4,16,0.766395,,0.003485932848172354
43709.40,4,17,0.773737,,0.00347276325609329
43800.12,4,18,0.772379,,0.003459561777645148
43889.90,4,19,0.771884,,0.003446328845605881
43979.94,4,20,0.766459,,0.0034330648937845707
44069.73,4,21,0.763593,,0.0034197703570072093
44160.13,4,22,0.768183,,0.003406445671102439
44249.46,4,23,0.766282,,0.0033930912728872644
44339.32,4,24,0.771039,,0.0033797076001527413
44429.07,4,25,0.754024,,0.0033662950916496124
44520.05,4,26,0.760917,,0.0033528541870739333
44609.99,4,27,0.764394,,0.003339385327052654
44700.41,4,28,0.764372,,0.0033258889531291758
44789.92,4,29,0.762355,,0.0033123655077488745
44879.23,4,30,0.770087,,0.003298815434244596
44968.82,4,31,0.762805,,0.0032852391768221265
45058.71,4,32,0.762822,,0.0032716371805456253
45148.47,4,33,0.758113,,0.0032580098913230367
45238.36,4,34,0.763162,,0.0032443577558914733
45327.67,4,35,0.767966,,0.0032306812218025676
45417.76,4,36,0.760233,,0.0032169807374078036
45507.63,4,37,0.764942,,0.003203256751843817
45597.16,4,38,0.765415,,0.0031895097150176693
45686.33,4,39,0.766809,,0.003175740077592104
45776.33,4,40,0.767659,,0.003161948290970767
45866.36,4,41,0.767098,,0.0031481348072834123
45956.67,4,42,0.762757,,0.003134300079371079
46047.32,4,43,0.765325,,0.003120444560771245
46137.00,4,44,0.768028,,0.0031065687057029597
46226.82,4,45,0.762029,,0.0030926729690519544
46316.44,4,46,0.765243,,0.0030787578063557284
46406.07,4,47,0.757325,,0.0030648236737886156
46495.67,4,48,0.761536,,0.003050871028146832
46585.29,4,49,0.766313,,0.003036900326833497
46674.78,4,50,0.762533,,0.0030229120278436428
46764.17,4,51,0.768820,,0.003008906589749196
46853.74,4,52,0.764218,,0.00299488447168395
46943.17,4,53,0.760969,,0.0029808461333285037
47032.52,4,54,0.760971,,0.002966792034895206
47122.42,4,55,0.756753,,0.002952722637113056
47211.90,4,56,0.763112,,0.0029386384012126047
47301.84,4,57,0.758518,,0.0029245397889108363
47391.27,4,58,0.758569,,0.0029104272623960282
47480.95,4,59,0.758027,,0.002896301284312601
47570.11,4,60,0.757131,,0.0028821623177459534
47660.19,4,61,0.761033,,0.0028680108262072786
47749.87,4,62,0.757096,,0.0028538472736183685
47839.64,4,63,0.762777,,0.002839672124296411
47929.51,4,64,0.764925,,0.0028254858429387604
48010.14,4,65,0.757223,,0.002812711960304124
48099.74,4,66,0.750525,,0.0027985058116627363
48189.17,4,67,0.762432,,0.0027842898805218175
48278.92,4,68,0.757698,,0.0027700646329156552
48368.73,4,69,0.763863,,0.002755830535183955
48458.10,4,70,0.751755,,0.0027415880539565494
48548.26,4,71,0.755729,,0.0027273376561381046
48637.51,4,72,0.757010,,0.002713079808892815
48726.59,4,73,0.759134,,0.0026988149796290817
48815.88,4,74,0.763003,,0.002684543635984197
48905.69,4,75,0.757321,,0.0026702662458090113
48996.25,4,76,0.761341,,0.0026559832771525936
49085.71,4,77,0.752484,,0.002641695198246891
49175.07,4,78,0.758693,,0.0026274024774913785
49264.66,4,79,0.756354,,0.0026131055834377006
49354.04,4,80,0.752998,,0.002598804984774314
49444.13,4,81,0.768886,,0.002584501150311123
49534.41,4,82,0.754632,,0.0025701945489641077
49624.23,4,83,0.759690,,0.0025558856497399545
49714.38,4,84,0.758511,,0.0025415749217206803
49804.39,4,85,0.756412,,0.0025272628340482555
49894.59,4,86,0.761218,,0.0025129498559092202
49984.03,4,87,0.755613,,0.0024986364565193105
50073.73,4,88,0.759328,,0.0024843231051080686
50163.93,4,89,0.759867,,0.0024700102709034645
50254.31,4,90,0.756929,,0.002455698423116516
50344.06,4,91,0.751189,,0.0024413880309259
50434.35,4,92,0.766274,,0.0024270795634625756
50524.64,4,93,0.751613,,0.002412773489794407
50614.97,4,94,0.763366,,0.00239847027891078
50704.98,4,95,0.762000,,0.002384170399707234
50794.53,4,96,0.766641,,0.002369874320970088
50884.21,4,97,0.758355,,0.002355582511361069
50973.44,4,98,0.746884,,0.002341295439401953
51063.56,4,99,0.758933,,0.0023270135734592048
51153.05,4,100,0.752235,,0.0023127373817286192
51242.93,4,101,0.761998,,0.002298467332219981
51333.07,4,102,0.759571,,0.0022842038927417124
51423.65,4,103,0.763558,,0.0022699475308855465
51514.31,4,104,0.758369,,0.0022556987140111904
51604.70,4,105,0.769027,,0.0022414579092310096
51694.49,4,106,0.761678,,0.0022272255833947117
51784.32,4,107,0.760188,,0.002213002203074044
51874.47,4,108,0.755160,,0.0021987882345474957
51964.54,4,109,0.765847,,0.0021845841437850163
52054.40,4,110,0.761062,,0.0021703903964327338
52145.39,4,111,0.762797,,0.002156207457797695
52235.24,4,112,0.768396,,0.002142035792832609
52324.98,4,113,0.763209,,0.0021278758661206045
52415.17,4,114,0.763696,,0.0021137281418600025
52504.71,4,115,0.766773,,0.002099593083849094
52594.13,4,116,0.762845,,0.002085471155470942
52684.09,4,117,0.763341,,0.0020713628196781836
52774.42,4,118,0.767412,,0.0020572685389778573
52864.09,4,119,0.765289,,0.0020431887754162395
52954.17,4,120,0.767351,,0.0020291239905637004
53043.61,4,121,0.768872,,0.0020150746454995656
53133.10,4,122,0.771519,,0.0020010412007970104
53222.54,4,123,0.765937,,0.001987024116507953
53312.00,4,124,0.762060,,0.0019730238521479767
53401.61,4,125,0.770951,,0.0019590408666812628
53490.94,4,126,0.772921,,0.0019450756185055494
53581.54,4,127,0.767645,,0.0019311285654370993
53671.24,4,128,0.761639,,0.0019172001646956952
53761.54,4,129,0.766691,,0.0019032908728896488
53851.47,4,130,0.763557,,0.0018894011460008308
53940.89,4,131,0.763872,,0.0018755314393697252
54031.28,4,132,0.770454,,0.0018616822076805027
54121.08,4,133,0.772787,,0.0018478539049461104
54210.97,4,134,0.772296,,0.0018340469844933933
54300.22,4,135,0.764323,,0.001820261898948232
54389.80,4,136,0.762987,,0.001806499100220701
54479.45,4,137,0.766104,,0.0017927590394902567
54569.06,4,138,0.772393,,0.001779042167190948
54659.19,4,139,0.769264,,0.0017653489329966464
54749.00,4,140,0.776191,,0.0017516797858063069
54839.04,4,141,0.768505,,0.001738035173729253
56273.25,4,end,,0.778697
56363.16,5,1,0.764717,,0.0017244155440704824
56452.93,5,2,0.771077,,0.0017108213433160069
56543.01,5,3,0.754922,,0.0016972530171182147
56632.88,5,4,0.761079,,0.0016837110102812596
